Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,NC,North Carolina,Charlotte,City,BRFSS,Prevention,3712000,Current lack of health insurance among adults aged 18–64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.0,16.8,17.2,,,731,424,(35.2078721969, -80.8300754645),PREVENT,ACCESS2,3712000,,Health Insurance
2016,NC,North Carolina,Charlotte,City,BRFSS,Prevention,3712000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,17.2,17.0,17.5,,,731,424,(35.2078721969, -80.8300754645),PREVENT,ACCESS2,3712000,,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.1,7.4,11.4,,,3,425,(35.225920035, -80.8441780027),PREVENT,ACCESS2,3712000,37119000100,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,13.1,10.4,16.4,,,407,(35.2134021273, -80.8408456425),PREVENT,ACCESS2,3712000,37119000300,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.1,7.5,12.4,,,1,599,(35.2202376116, -80.8567432732),PREVENT,ACCESS2,3712000,37119000400,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000500,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,12.2,9.6,15.8,,,4,964,(35.2330661869, -80.8485582887),PREVENT,ACCESS2,3712000,37119000500,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000600,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.7,11.9,18.3,,,4,100,(35.2251079979, -80.8322604581),PREVENT,ACCESS2,3712000,37119000600,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000700,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,15.7,13.3,18.4,,,736,(35.2385941934, -80.8190260695),PREVENT,ACCESS2,3712000,37119000700,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.4,23.8,30.9,,,2,284,(35.2281854629, -80.8194072999),PREVENT,ACCESS2,3712000,37119000800,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119000900,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.0,19.4,26.8,,,1,556,(35.2373230066, -80.8103856133),PREVENT,ACCESS2,3712000,37119000900,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001000,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,8.9,7.0,12.0,,,2,319,(35.2256273097, -80.8083739176),PREVENT,ACCESS2,3712000,37119001000,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001100,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,9.9,7.8,12.5,,,1,809,(35.2144544053, -80.8066303087),PREVENT,ACCESS2,3712000,37119001100,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001200,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,20.4,17.8,23.6,,,5,650,(35.2262727115, -80.7888081111),PREVENT,ACCESS2,3712000,37119001200,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001300,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,21.4,19.0,23.9,,,3,893,(35.2392488188, -80.7890470394),PREVENT,ACCESS2,3712000,37119001300,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001400,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.0,10.9,17.7,,,2,607,(35.2463013762, -80.7965029976),PREVENT,ACCESS2,3712000,37119001400,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001504,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,27.9,24.5,31.3,,,6,401,(35.2429906479, -80.7606273955),PREVENT,ACCESS2,3712000,37119001504,Health Insurance
2016,NC,North Carolina,Charlotte,Census Tract,BRFSS,Prevention,3712000-37119001505,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,23.9,20.7,27.3,,,3,678,(35.2747341613, -80.7545130565),PREVENT,ACCESS2,3712000,37119001505,Health Insurance
